//id,code,name,info,,count,day,,betype,usable,sex,school,effect,,
2484,MN003114,特約付・4年生用強化保険証,"4年生用武器を +4以上に強化する時、参考書の代わりに使用する。成功率が母数の70％アップする上、失敗した場合も、強化挑戦前と全く同じ武器で補償してくれる",4,1,0,0,4,1,0,0,2400,0,0
2485,MN003115,特約付・5年生用強化保険証,"5年生用武器を +4以上に強化する時、参考書の代わりに使用する。成功率が母数の70％アップする上、失敗した場合も、強化挑戦前と全く同じ武器で補償してくれる",4,1,0,0,5,1,0,0,2400,0,0
2491,MN003101,1年生用強化事典,"1年生用武器の強化についての情報が書かれた事典。 +4以上に武器を強化する時、強化参考書の代わりに使用すると、成功率が母数の70％アップする。（母数が50％なら、85％になる）",4,1,0,0,1,1,0,0,2400,0,0
2492,MN003102,2年生用強化事典,"2年生用武器の強化についての情報が書かれた事典。 +4以上に武器を強化する時、強化参考書の代わりに使用すると、成功率が母数の70％アップする。（母数が50％なら、85％になる）",4,1,0,0,2,1,0,0,2400,0,0
2493,MN003103,3年生用強化事典,"3年生用武器の強化についての情報が書かれた事典。 +4以上に武器を強化する時、強化参考書の代わりに使用すると、成功率が母数の70％アップする。（母数が50％なら、85％になる）",4,1,0,0,3,1,0,0,2400,0,0
2494,MN003104,4年生用強化事典,"4年生用武器の強化についての情報が書かれた事典。 +4以上に武器を強化する時、強化参考書の代わりに使用すると、成功率が母数の70％アップする。（母数が50％なら、85％になる）",4,1,0,0,4,1,0,0,2400,0,0
2495,MN003105,5年生用強化事典,"5年生用武器の強化についての情報が書かれた事典。 +4以上に武器を強化する時、強化参考書の代わりに使用すると、成功率が母数の70％アップする。（母数が50％なら、85％になる）",4,1,0,0,5,1,0,0,2400,0,0
2501,MN003101,1年生用強化事典,"1年生用武器を +4以上に強化する時、参考書の代わりに使用すると、成功率が母数の70％以上アップする。<br>+7以上の強化時には、成功率がさらにアップ！",4,1,0,0,1,1,0,0,2400,0,0
2502,MN003102,2年生用強化事典,"2年生用武器を +4以上に強化する時、参考書の代わりに使用すると、成功率が母数の70％以上アップする。<br>+7以上の強化時には、成功率がさらにアップ！",4,1,0,0,2,1,0,0,2400,0,0
2503,MN003103,3年生用強化事典,"3年生用武器を +4以上に強化する時、参考書の代わりに使用すると、成功率が母数の70％以上アップする。<br>+7以上の強化時には、成功率がさらにアップ！",4,1,0,0,3,1,0,0,2400,0,0
2504,MN003104,4年生用強化事典,"4年生用武器を +4以上に強化する時、参考書の代わりに使用すると、成功率が母数の70％以上アップする。<br>+7以上の強化時には、成功率がさらにアップ！",4,1,0,0,4,1,0,0,2400,0,0
2505,MN003105,5年生用強化事典,"5年生用武器を +4以上に強化する時、参考書の代わりに使用すると、成功率が母数の70％以上アップする。<br>+7以上の強化時には、成功率がさらにアップ！",4,1,0,0,5,1,0,0,2400,0,0
4101,MN004100,"名札使用 7日権","使用すると 7日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる",4,1,7,0,0,1,0,0,4100,10007,0
4102,MN004100,名札,使用すると30日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる,4,1,30,0,0,1,0,0,4100,10030,0
4103,MN004100,"名札使用 1日権","使用すると 1日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる",4,1,1,0,0,1,0,0,4100,10001,0
4104,MN004100,"名札使用 3日","使用すると 3日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる",4,1,3,0,0,1,0,0,4100,10003,0
4105,MN004100,"名札使用 6ヶ月権",使用すると180日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる,4,1,180,0,0,1,0,0,4100,10180,0
4106,MN004100,"名札使用 1年権",使用すると365日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる,4,1,365,0,0,1,0,0,4100,10365,0
4107,MN004100,"名札使用 1ヶ月権",使用すると90日間、自分の名前を飾る名札を付けられる。同好会名も表示可能になる,4,1,90,0,0,1,0,0,4100,10090,0
4201,MN004201,赤の名札台紙,使用すると名札の色が赤に変わる。熱血なキミには燃える炎の赤！,4,1,0,0,1,1,0,0,4110,0,0
4202,MN004202,オレンジの名札台紙,使用すると名札の色がオレンジに変わる。ロマンチストなキミには切ない夕日のオレンジ！,4,1,0,0,2,1,0,0,4110,0,0
4203,MN004203,黄色の名札台紙,使用すると名札の色が黄色に変わる。癒し系のキミには甘酸っぱいレモンの黄色！,4,1,0,0,3,1,0,0,4110,0,0
4204,MN004204,緑の名札台紙,使用すると名札の色が緑に変わる。優しさを知るキミには萌える若草色！,4,1,0,0,4,1,0,0,4110,0,0
4205,MN004205,青の名札台紙,使用すると名札の色が青に変わる。爽やかなキミには晴れた空のブルー！,4,1,0,0,5,1,0,0,4110,0,0
4206,MN004206,藍色の名札台紙,使用すると名札の色が藍色に変わる。クールなキミには深い海の藍色！,4,1,0,0,6,1,0,0,4110,0,0
4207,MN004207,紫の名札台紙,使用すると名札の色が紫に変わる。ムーディなキミには大人っぽい紫！,4,1,0,0,7,1,0,0,4110,0,0
4301,MN004300,"称号自由自在 1日権",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,1,0,0,1,0,0,4300,10001,0
4302,MN004300,"称号自由自在 3日",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,3,0,0,1,0,0,4300,10003,0
4303,MN004300,"称号自由自在 7日",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,7,0,0,1,0,0,4300,10007,0
4304,MN004300,称号自由自在,30日間、称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,30,0,0,1,0,0,4300,10030,0
4305,MN004300,"称号自由自在 3ヶ月権",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,90,0,0,1,0,0,4300,10090,0
4306,MN004300,"称号自由自在 6ヶ月権",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,180,0,0,1,0,0,4300,10180,0
4307,MN004300,"称号自由自在 1年権",称号をいつでも自由に変更できる。ただし、強制称号が付いている状態では変更できない,4,1,365,0,0,1,0,0,4300,10365,0
4501,MN004500,"プラカード 3日",使用すると3日間、好きな文章を書いたプラカードを頭上に掲げられる,4,1,3,0,0,1,0,0,4200,10003,0
4502,MN004500,"プラカード 7日権",使用すると7日間、好きな文章を書いたプラカードを頭上に掲げられる,4,1,7,0,0,1,0,0,4200,10007,0
4503,MN004500,プラカード,使用すると30日間、好きな文章を書いたプラカードを頭上に掲げられる,4,1,30,0,0,1,0,0,4200,10030,0
4504,MN004500,"プラカード 1日権",使用すると1日間、好きな文章を書いたプラカードを頭上に掲げられる,4,1,1,0,0,1,0,0,4200,10001,0
5101,MN005100,"爆竹 1回権",爆竹遊びができる,4,1,0,0,0,1,0,0,5100,0,0
5102,MN005100,"爆竹 11回権",爆竹遊びができる,4,11,0,0,0,1,0,0,5100,0,0
5201,MN005200,"花吹雪 1回権",花吹雪ができる,4,1,0,0,0,1,0,0,5200,0,0
5202,MN005200,"花吹雪 11回権",花吹雪ができる,4,11,0,0,0,1,0,0,5200,0,0
6101,MN006100,"メモリーチップ 3日",電話の友達リストを20件から50件へ増設できる,4,1,3,0,0,1,0,0,6100,10003,0
6102,MN006100,"メモリーチップ 7日",電話の友達リストを20件から50件へ増設できる,4,1,7,0,0,1,0,0,6100,10007,0
6103,MN006100,メモリーチップ,30日間、電話の友達リストを20件から50件へ増設できる,4,1,30,0,0,1,0,0,6100,10030,0
6104,MN006100,"メモリーチップ 3ヶ月権",電話の友達リストを20件から50件へ増設できる,4,1,90,0,0,1,0,0,6100,10090,0
6105,MN006100,"メモリーチップ 6ヶ月権",電話の友達リストを20件から50件へ増設できる,4,1,180,0,0,1,0,0,6100,10180,0
6106,MN006100,"メモリーチップ 1年権",電話の友達リストを20件から50件へ増設できる,4,1,365,0,0,1,0,0,6100,10365,0
6201,MN006200,"ロッカー 7日",7日間、ロッカーを1つ追加できる,4,1,7,0,0,1,0,0,6200,10007,0
6202,MN006200,ロッカー利用権,30日間、ロッカーを1つ追加できる,4,1,30,0,0,1,0,0,6200,10030,0
6203,MN006200,"ロッカー 3ヶ月権",3ヶ月間、ロッカーを1つ追加できる,4,1,90,0,0,1,0,0,6200,10090,0
6204,MN006200,"ロッカー 6ヶ月権",6ヶ月間、ロッカーを1つ追加できる,4,1,180,0,0,1,0,0,6200,10180,0
6205,MN006200,"ロッカー 1年権",1年間、ロッカーを1つ追加できる,4,1,365,0,0,1,0,0,6200,10365,0
7001,MN007000,"ＥＸＰアップ 1日",1日間、獲得経験値が増加する,4,1,1,0,150,1,0,0,7000,10001,0
7002,MN007000,"ＥＸＰアップ 3日",3日間、獲得経験値が増加する,4,1,3,0,150,1,0,0,7000,10003,0
7003,MN007000,"ＥＸＰアップ 7日",7日間、獲得経験値が増加する,4,1,7,0,150,1,0,0,7000,10007,0
7004,MN007000,"ＥＸＰアップ 30日",30日間、獲得経験値が増加する,4,1,30,0,150,1,0,0,7000,10030,0
7005,MN007000,"ＥＸＰアップ 3ヶ月",3ヶ月間、獲得経験値が増加する,4,1,90,0,150,1,0,0,7000,10090,0
7006,MN007000,"ＥＸＰアップ 6ヶ月",6ヶ月間、獲得経験値が増加する,4,1,180,0,150,1,0,0,7000,10180,0
7007,MN007000,"ＥＸＰアップ 1年",1年間、獲得経験値が増加する,4,1,365,0,150,1,0,0,7000,10365,0
7101,MN007100,"ダメージアップ 1日",1日間、敵へのダメージが増加する,4,1,1,0,120,1,0,0,7100,10001,0
7102,MN007100,"ダメージアップ 3日",3日間、敵へのダメージが増加する,4,1,3,0,120,1,0,0,7100,10003,0
7103,MN007100,"ダメージアップ 7日",7日間、敵へのダメージが増加する,4,1,7,0,120,1,0,0,7100,10007,0
7104,MN007100,"ダメージアップ 30日",30日間、敵へのダメージが増加する,4,1,30,0,120,1,0,0,7100,10030,0
7105,MN007100,"ダメージアップ 3ヶ月",3ヶ月間、敵へのダメージが増加する,4,1,90,0,120,1,0,0,7100,10090,0
7106,MN007100,"ダメージアップ 6ヶ月",6ヶ月間、敵へのダメージが増加する,4,1,180,0,120,1,0,0,7100,10180,0
7107,MN007100,"ダメージアップ 1年",1年間、敵へのダメージが増加する,4,1,365,0,120,1,0,0,7100,10365,0
7201,MN007200,"ディフェンスアップ 1日",1日間、受けるダメージが減少する,4,1,1,0,80,1,0,0,7200,10001,0
7202,MN007200,"ディフェンスアップ 3日",3日間、受けるダメージが減少する,4,1,3,0,80,1,0,0,7200,10003,0
7203,MN007200,"ディフェンスアップ 7日",7日間、受けるダメージが減少する,4,1,7,0,80,1,0,0,7200,10007,0
7204,MN007200,"ディフェンスアップ 30日",30日間、受けるダメージが減少する,4,1,30,0,80,1,0,0,7200,10030,0
7205,MN007200,"ディフェンスアップ 3ヶ月",3ヶ月間、受けるダメージが減少する,4,1,90,0,80,1,0,0,7200,10090,0
7206,MN007200,"ディフェンスアップ 6ヶ月",6ヶ月間、受けるダメージが減少する,4,1,180,0,80,1,0,0,7200,10180,0
7207,MN007200,"ディフェンスアップ 1年",1年間、受けるダメージが減少する,4,1,365,0,80,1,0,0,7200,10365,0
7301,MN007300,"ヒットアップ 1日",1日間、命中率が増加する,4,1,1,0,115,1,0,0,7300,10001,0
7302,MN007300,"ヒットアップ 3日",3日間、命中率が増加する,4,1,3,0,115,1,0,0,7300,10003,0
7303,MN007300,"ヒットアップ 7日",7日間、命中率が増加する,4,1,7,0,115,1,0,0,7300,10007,0
7304,MN007300,"ヒットアップ 30日",30日間、命中率が増加する,4,1,30,0,115,1,0,0,7300,10030,0
7305,MN007300,"ヒットアップ 3ヶ月",3ヶ月間、命中率が増加する,4,1,90,0,115,1,0,0,7300,10090,0
7306,MN007300,"ヒットアップ 6ヶ月",6ヶ月間、命中率が増加する,4,1,180,0,115,1,0,0,7300,10180,0
7307,MN007300,"ヒットアップ 1年",1年間、命中率が増加する,4,1,365,0,115,1,0,0,7300,10365,0
7401,MN007400,"フリーアップ 1日",1日間、回避率が増加する,4,1,1,0,115,1,0,0,7400,10001,0
7402,MN007400,"フリーアップ 3日",3日間、回避率が増加する,4,1,3,0,115,1,0,0,7400,10003,0
7403,MN007400,"フリーアップ 7日",7日間、回避率が増加する,4,1,7,0,115,1,0,0,7400,10007,0
7404,MN007400,"フリーアップ 30日",30日間、回避率が増加する,4,1,30,0,115,1,0,0,7400,10030,0
7405,MN007400,"フリーアップ 3ヶ月",3ヶ月間、回避率が増加する,4,1,90,0,115,1,0,0,7400,10090,0
7406,MN007400,"フリーアップ 6ヶ月",6ヶ月間、回避率が増加する,4,1,180,0,115,1,0,0,7400,10180,0
7407,MN007400,"フリーアップ 1年",1年間、回避率が増加する,4,1,365,0,115,1,0,0,7400,10365,0
7501,MN007500,"クリティカルアップ 1日",1日間、クリティカル率が増加する,4,1,1,0,200,1,0,0,7500,10001,0
7502,MN007500,"クリティカルアップ 3日",3日間、クリティカル率が増加する,4,1,3,0,200,1,0,0,7500,10003,0
7503,MN007500,"クリティカルアップ 7日",7日間、クリティカル率が増加する,4,1,7,0,200,1,0,0,7500,10007,0
7504,MN007500,"クリティカルアップ 30日",30日間、クリティカル率が増加する,4,1,30,0,200,1,0,0,7500,10030,0
7505,MN007500,"クリティカルアップ 3ヶ月",3ヶ月間、クリティカル率が増加する,4,1,90,0,200,1,0,0,7500,10090,0
7506,MN007500,"クリティカルアップ 6ヶ月",6ヶ月間、クリティカル率が増加する,4,1,180,0,200,1,0,0,7500,10180,0
7507,MN007500,"クリティカルアップ 1年",1年間、クリティカル率が増加する,4,1,365,0,200,1,0,0,7500,10365,0
8001,MN001001,"ヨーグルト 1日権","1日間 2年生エピソードを生成することができる。",4,1,1,0,0,1,0,0,8000,10001,0
8002,MN001002,"ヨーグルト 3日権","3日間 2年生エピソードを生成することができる。",4,1,3,0,0,1,0,0,8000,10003,0
8003,MN001002,"ヨーグルト 1週間権","1週間 2年生エピソードを生成することができる。",4,1,7,0,0,1,0,0,8000,11001,0
8004,MN001003,"ヨーグルト 1ヶ月権","1ヶ月間 2年生エピソードを生成することができる。",4,1,30,0,0,1,0,0,8000,12001,0
8005,MN001003,"ヨーグルト 3ヶ月権","3ヶ月間 2年生エピソードを生成することができる。",4,1,90,0,0,1,0,0,8000,12003,0
8006,MN001004,"ヨーグルト 6ヶ月権","6ヶ月間 2年生エピソードを生成することができる。",4,1,180,0,0,1,0,0,8000,12006,0
8007,MN001005,"ヨーグルト 1年権","1年間 2年生エピソードを生成することができる。",4,1,365,0,0,1,0,0,8000,13001,0
1007002,MN007000,"経験値増加 3日権","??? ???! 3? ??  ?? ???? ????.",4,1,3,0,150,1,0,0,7000,10003,0
1007102,MN007100,"攻撃ダメージ増加 3日権","??? ???! 3? ??  ??? ???? ????.",4,1,3,0,120,1,0,0,7100,10003,0
1007202,MN007200,"被害ダメージ減少 3日権","??? ???! 3? ??  ?? ???? ????.",4,1,3,0,85,1,0,0,7200,10003,0
1007502,MN007500,"クリティカル増加 3日権","??? ???! 3? ??  ???? ??? ????.",4,1,3,0,200,1,0,0,7500,10003,0
1007003,MN107000,手作りチョコレート,愛情と真心が込められた手作りチョコレート。食べてから1日間、獲得経験値が増加する,4,1,1,0,150,1,0,0,7000,10001,0
1007004,MN007000,"経験値増加 1週間権","???? 1?? ??!<br>???? ??? ???? ??? ??? 100% 1?? ??? ??!",4,1,7,0,200,1,0,0,7000,11001,0
2007102,MN007100,"攻撃衝撃増加 3日圏",三日の間加える衝撃が増加する。,4,1,3,0,120,1,0,0,7100,10003,0
2007202,MN007200,"被害衝撃減少 3日圏",三日の間被る衝撃が減少する。,4,1,3,0,85,1,0,0,7200,10003,0
1004104,MN004100,"名札つける 3日圏","使えば 3日間名札をつけて自分の名前を構えることができる。<br>ヨーグルティングモバイルゲームをプレゼントした方々に差し上げます。",4,1,3,0,0,1,0,0,4100,10003,0
1102211,MN110221,ロボット研究部上着,エスティバー学園ロボット研究部の制服。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110221,0,1,1,10001,10001,0
1102221,MN110222,ロボット研究部ズボン,エスティバー学園ロボット研究部のズボン。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110222,0,1,1,10001,10001,0
1102231,MN110223,ロボット研究部靴,エスティバー学園ロボット研究部の靴。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110223,0,1,1,10001,10001,0
1102241,MN110224,ロボット研究部手袋,エスティバー学園ロボット研究部の手袋。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110224,0,1,1,10001,10001,0
1102411,MN110241,ジェントルマンスーツ,エスティバー学園ティータイム部の制服。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110241,0,1,1,10001,10001,0
1102421,MN110242,ジェントルマンズボン,エスティバー学園ティータイム部のズボン。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110242,0,1,1,10001,10001,0
1102431,MN110243,シルクハット,エスティバー学園ティータイム部の帽子。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110243,0,1,1,10001,10001,0
1102441,MN110244,ジェントルマンシューズ,エスティバー学園ティータイム部の靴。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110244,0,1,1,10001,10001,0
1102511,MN110251,応援服上着,エスティバー学園　男子生徒用　応援服上着<br>(1日間使用／期間延長),4,1,1,0,110251,0,1,1,10001,10001,0
1102521,MN110252,応援服ズボン,エスティバー学園　男子生徒用　応援服ズボン<br>(1日間使用／期間延長),4,1,1,0,110252,0,1,1,10001,10001,0
1102531,MN110253,応援靴,エスティバー学園　男子生徒用　応援靴<br>(1日間使用／期間延長),4,1,1,0,110253,0,1,1,10001,10001,0
1102541,MN110254,応援手袋,エスティバー学園　男子生徒用　応援手袋<br>(1日間使用／期間延長),4,1,1,0,110254,0,1,1,10001,10001,0
1103111,MN110311,テニスシャツ,エスティバー学園テニス部のユニフォーム。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110311,0,1,1,10001,10001,0
1103121,MN110312,テニスパンツ,エスティバー学園テニス部のユニフォーム。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110312,0,1,1,10001,10001,0
1103131,MN110313,テニスシューズ,エスティバー学園テニス部のシューズ。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110313,0,1,1,10001,10001,0
1103141,MN110314,テニスキャップ,エスティバー学園テニス部の帽子。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110314,0,1,1,10001,10001,0
1103211,MN110321,ＲＯＣＫジャケット,エスティバー学園ＲＯＣＫ部のステージ衣装。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110321,0,1,1,10001,10001,0
1103221,MN110322,ＲＯＣＫジーンズ,エスティバー学園ＲＯＣＫ部のステージ衣装。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110322,0,1,1,10001,10001,0
1103231,MN110323,ＲＯＣＫシューズ,エスティバー学園ＲＯＣＫ部のシューズ。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110323,0,1,1,10001,10001,0
1103241,MN110324,ＲＯＣＫグローブ,エスティバー学園ＲＯＣＫ部のステージ衣装。男子生徒用<br>(1日間使用／期間延長),4,1,1,0,110324,0,1,1,10001,10001,0
1202211,MN120221,ロボット研究部ワンピース,エスティバー学園ロボット研究部の制服。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120221,0,2,1,10001,10001,0
1202221,MN120222,ロボット研究部靴,エスティバー学園ロボット研究部の靴。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120222,0,2,1,10001,10001,0
1202231,MN120223,ロボット研究部手袋,エスティバー学園ロボット研究部の手袋。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120223,0,2,1,10001,10001,0
1202411,MN120241,マドモワゼルドレス,エスティバー学園ティータイム部の制服。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120241,0,2,1,10001,10001,0
1202421,MN120242,マドモワゼルハット,エスティバー学園ティータイム部の帽子。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120242,0,2,1,10001,10001,0
1202431,MN120243,マドモワゼルシューズ,エスティバー学園ティータイム部の靴。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120243,0,2,1,10001,10001,0
1202511,MN120251,応援服上着,エスティバー学園応援服上着女生徒用<br>(1日間使用／期間延長),4,1,1,0,120251,0,2,1,10001,10001,0
1202521,MN120252,応援服スカート,エスティバー学園応援服ズボン女生徒用<br>(1日間使用／期間延長),4,1,1,0,120252,0,2,1,10001,10001,0
1202531,MN120253,応援靴,エスティバー学園応援靴女生徒用<br>(1日間使用／期間延長),4,1,1,0,120253,0,2,1,10001,10001,0
1203111,MN120311,テニスシャツ,エスティバー学園テニス部のユニフォーム。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120311,0,2,1,10001,10001,0
1203121,MN120312,テニススカート,エスティバー学園テニス部のユニフォーム。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120312,0,2,1,10001,10001,0
1203131,MN120313,テニスシューズ,エスティバー学園テニス部のシューズ。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120313,0,2,1,10001,10001,0
1203141,MN120314,サンバイザー,エスティバー学園テニス部の帽子。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120314,0,2,1,10001,10001,0
1203211,MN120321,ＲＯＣＫベスト,エスティバー学園ＲＯＣＫ部のステージ衣装。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120321,0,2,1,10001,10001,0
1203221,MN120322,ＲＯＣＫスカート,エスティバー学園ＲＯＣＫ部のステージ衣装。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120322,0,2,1,10001,10001,0
1203231,MN120323,ＲＯＣＫシューズ,エスティバー学園ＲＯＣＫ部のシューズ。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120323,0,2,1,10001,10001,0
1203241,MN120324,ＲＯＣＫグローブ,エスティバー学園ＲＯＣＫ部のステージ衣装。女生徒用<br>(1日間使用／期間延長),4,1,1,0,120324,0,2,1,10001,10001,0
