//typeBasis,,name,,,typeMotion1,typeMotion2,typeMotion3
120,0,怒ったミュロビー,1,2,301201,-1,-1
121,0,お休みウッドヘリアン,1,0,301211,401211,-1
122,201223,ソソファイア,1,4,301221,-1,-1
123,0,レッドソソ,1,4,301231,-1,-1
124,0,ブルーソソ,1,4,301241,-1,-1
125,201253,影入道,1,0,301251,401251,-1
126,0,コッコー,1,3,301261,-1,-1
127,0,ロージー,1,0,301271,-1,-1
128,0,宵月学院男子生徒,1,0,301281,-1,-1
129,0,宵月学院女生徒,1,0,301291,-1,-1
130,0,教官ステファノ,2,0,301301,401301,401302
131,0,ファイアコッコー,1,0,-1,-1,-1
132,0,昔の男子生徒,1,0,301321,-1,-1
133,0,昔の女生徒,1,0,301331,-1,-1
134,0,幽霊教頭スターリン,2,0,301341,401341,-1
135,0,L.トーヴァルズ,0,0,-1,-1,-1
136,0,ボボカンデラックス,2,0,301361,-1,-1
137,0,エスカルゴ,2,0,301371,401371,401372
138,0,"PTA 51号",1,0,301381,-1,-1
139,0,"PTA 36号",1,0,301391,-1,-1
140,0,黒衣の男,0,0,301401,401401,401402
141,0,ゲートキーパー完全体,2,0,301411,401411,401412
142,0,アンティークガード,1,0,301421,-1,-1
143,0,破壊のアンティーククイーン,0,0,301431,401431,-1
144,0,救済のアンティーククイーン,0,0,401441,-1,-1
145,0,アンティーククイーンの第一侍従,0,0,301451,401451,-1
146,0,アンティーククイーンの第二侍従,0,0,301461,401461,-1
147,0,アンティーククイーン完全体,2,0,301471,401471,401472
148,0,デカソソ,2,0,301481,-1,-1
149,0,デカルシュ,2,0,301491,-1,-1
150,0,デカセブン,2,0,301501,-1,-1
151,0,"生徒 A",1,0,301511,-1,-1
152,0,トレジャーモンスター,1,0,-1,-1,-1
153,201533,レッドレフィック,2,0,301531,-1,-1
154,0,カタコンベガーディアン,2,0,301541,-1,-1
166,0,レクシー,1,0,301661,-1,-1
