//EpiID,1,2,3,4,5,6,7,8,(0),(0),(0),(0),1=Normal:2=Match,level,1=Match:2=Normal,minuser,maxuser,minteam,maxteam,(2),0or1or2
80,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,8,1,1,2,0
114,2,162,101,62,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,2,2
115,2,27,49,57,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,2,2
121,2,1,68,98,2,1,68,98,0,0,0,0,1,1,2,1,1,1,1,2,2
125,2,90,118,164,2,90,118,164,0,0,0,0,1,1,2,1,1,1,1,2,2
142,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,2
8002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,1,1,2,0
8003,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,1,1,2,0
8004,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,1,1,2,0
8100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,1,1,2,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,1,8,1,1,2,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,1,8,1,1,2,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,1,8,1,1,2,0
10,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,1,8,1,1,2,0
14,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,1,8,1,1,2,0
16,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,1,8,1,1,2,0
29,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,1,8,1,1,2,0
30,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,1,8,1,1,2,0
36,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,1,8,1,1,2,0
39,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,4,8,1,1,2,0
41,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,1,8,1,1,2,0
43,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,8,32,4,4,2,1
46,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,1,8,1,1,2,0
47,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,1,8,1,1,2,0
48,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,1,8,1,1,2,0
49,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,2,32,2,2,2,1
65,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,1,8,1,1,2,0
66,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,1,8,1,1,2,0
67,0,0,0,0,0,0,0,0,0,0,0,0,1,59,2,1,8,1,1,2,0
72,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,1,8,1,1,2,0
73,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,1,8,1,1,2,0
74,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,1,8,1,1,2,0
75,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,1,8,1,1,2,0
78,0,0,0,0,0,0,0,0,0,0,0,0,1,59,2,1,8,1,1,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,87,2,1,8,1,1,2,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,69,2,1,8,1,1,2,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,75,2,1,8,1,1,2,0
13,0,0,0,0,0,0,0,0,0,0,0,0,1,63,2,1,8,1,1,2,0
20,0,0,0,0,0,0,0,0,0,0,0,0,1,81,2,1,8,1,1,2,0
22,0,0,0,0,0,0,0,0,0,0,0,0,1,73,2,1,8,1,1,2,0
24,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,1,8,1,1,2,0
25,0,0,0,0,0,0,0,0,0,0,0,0,1,65,2,1,8,1,1,2,0
26,0,0,0,0,0,0,0,0,0,0,0,0,1,71,2,1,8,1,1,2,0
35,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,1,8,1,1,2,0
37,0,0,0,0,0,0,0,0,0,0,0,0,2,60,1,2,32,2,4,2,1
38,0,0,0,0,0,0,0,0,0,0,0,0,1,69,2,1,8,1,1,2,0
42,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,32,2,4,2,1
54,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,1,8,1,1,2,0
57,0,0,0,0,0,0,0,0,0,0,0,0,1,79,2,1,8,1,1,2,0
59,0,0,0,0,0,0,0,0,0,0,0,0,1,83,2,1,8,1,1,2,0
81,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,1,8,1,1,2,0
90,0,0,0,0,0,0,0,0,0,0,0,0,1,77,2,1,8,1,1,2,0
92,0,0,0,0,0,0,0,0,0,0,0,0,1,63,2,1,8,1,1,2,0
93,0,0,0,0,0,0,0,0,0,0,0,0,1,65,2,1,8,1,1,2,0
96,0,0,0,0,0,0,0,0,0,0,0,0,1,87,2,1,8,1,1,2,0
97,0,0,0,0,0,0,0,0,0,0,0,0,1,85,2,1,8,1,1,2,0
101,0,0,0,0,0,0,0,0,0,0,0,0,1,79,2,1,8,1,1,2,0
104,0,0,0,0,0,0,0,0,0,0,0,0,2,60,1,2,12,2,2,2,1
111,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,32,2,4,2,1
130,0,0,0,0,0,0,0,0,0,0,0,0,1,75,2,1,8,1,1,2,0
131,0,0,0,0,0,0,0,0,0,0,0,0,1,73,2,1,8,1,1,2,0
134,0,0,0,0,0,0,0,0,0,0,0,0,1,71,2,1,8,1,1,2,0
135,0,0,0,0,0,0,0,0,0,0,0,0,1,77,1,1,8,1,1,2,1
139,0,0,0,0,0,0,0,0,0,0,0,0,1,83,2,2,8,1,1,2,0
140,0,0,0,0,0,0,0,0,0,0,0,0,1,81,2,1,8,1,1,2,0
141,0,0,0,0,0,0,0,0,0,0,0,0,1,85,2,1,8,1,1,2,0
8001,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,2,8,2,2,2,1
12,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,1,8,1,1,2,0
19,0,0,0,0,0,0,0,0,0,0,0,0,1,98,2,1,8,1,1,2,0
21,0,0,0,0,0,0,0,0,0,0,0,0,1,108,2,1,8,1,1,2,0
28,0,0,0,0,0,0,0,0,0,0,0,0,1,105,2,1,8,1,1,2,0
53,0,0,0,0,0,0,0,0,0,0,0,0,1,94,2,2,8,1,1,2,0
58,0,0,0,0,0,0,0,0,0,0,0,0,1,111,2,1,8,1,1,2,0
60,0,0,0,0,0,0,0,0,0,0,0,0,1,92,2,1,8,1,1,2,0
83,0,0,0,0,0,0,0,0,0,0,0,0,1,92,2,1,8,1,1,2,0
84,0,0,0,0,0,0,0,0,0,0,0,0,1,94,2,1,8,1,1,2,0
85,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,1,8,1,1,2,0
86,0,0,0,0,0,0,0,0,0,0,0,0,1,108,2,1,8,1,1,2,0
87,0,0,0,0,0,0,0,0,0,0,0,0,1,121,2,1,8,1,1,2,0
91,0,0,0,0,0,0,0,0,0,0,0,0,1,114,2,1,8,1,1,2,0
94,0,0,0,0,0,0,0,0,0,0,0,0,1,96,2,1,8,1,1,2,0
98,0,0,0,0,0,0,0,0,0,0,0,0,1,96,2,1,8,1,1,2,0
99,0,0,0,0,0,0,0,0,0,0,0,0,1,117,2,1,8,1,1,2,0
100,0,0,0,0,0,0,0,0,0,0,0,0,1,125,2,1,8,1,1,2,0
102,0,0,0,0,0,0,0,0,0,0,0,0,1,117,2,1,8,1,1,2,0
103,0,0,0,0,0,0,0,0,0,0,0,0,1,114,2,1,8,1,1,2,0
106,0,0,0,0,0,0,0,0,0,0,0,0,1,98,2,1,8,1,1,2,0
107,0,0,0,0,0,0,0,0,0,0,0,0,1,102,2,1,8,1,1,2,0
109,0,0,0,0,0,0,0,0,0,0,0,0,1,102,2,1,8,1,1,2,0
117,0,0,0,0,0,0,0,0,0,0,0,0,1,129,2,1,8,1,1,2,0
133,0,0,0,0,0,0,0,0,0,0,0,0,1,111,2,1,8,1,1,2,0
136,0,0,0,0,0,0,0,0,0,0,0,0,1,129,2,1,8,1,1,2,0
137,0,0,0,0,0,0,0,0,0,0,0,0,1,125,2,1,8,1,1,2,0
143,0,0,0,0,0,0,0,0,0,0,0,0,1,105,2,1,8,1,1,2,0
144,0,0,0,0,0,0,0,0,0,0,0,0,1,121,2,1,8,1,1,2,0
9,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,1,8,1,1,2,0
45,0,0,0,0,0,0,0,0,0,0,0,0,1,66,2,1,8,1,1,2,0
50,0,0,0,0,0,0,0,0,0,0,0,0,1,68,2,1,8,1,1,2,0
51,0,0,0,0,0,0,0,0,0,0,0,0,1,73,2,1,8,1,1,2,0
52,0,0,0,0,0,0,0,0,0,0,0,0,1,63,2,1,8,1,1,2,0
145,0,0,0,0,0,0,0,0,0,0,0,0,1,135,2,1,8,1,1,2,0
146,0,0,0,0,0,0,0,0,0,0,0,0,1,135,2,1,8,1,1,2,0
147,0,0,0,0,0,0,0,0,0,0,0,0,1,141,2,1,8,1,1,2,0
148,0,0,0,0,0,0,0,0,0,0,0,0,1,141,2,1,8,1,1,2,0
55,0,0,0,0,0,0,0,0,0,0,0,0,1,77,2,1,8,1,1,2,0
132,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,32,2,4,2,1
40,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,16,2,2,2,1
82,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,1,8,1,1,2,0
119,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,1,8,1,1,2,0
149,0,0,0,0,0,0,0,0,0,0,0,0,1,147,2,1,8,1,1,2,0
150,0,0,0,0,0,0,0,0,0,0,0,0,1,147,2,1,8,1,1,2,0
151,0,0,0,0,0,0,0,0,0,0,0,0,1,153,2,1,8,1,1,2,0
152,0,0,0,0,0,0,0,0,0,0,0,0,1,153,2,1,8,1,1,2,0
153,0,0,0,0,0,0,0,0,0,0,0,0,1,160,2,1,8,1,1,2,0
154,0,0,0,0,0,0,0,0,0,0,0,0,1,160,2,1,8,1,1,2,0
155,0,0,0,0,0,0,0,0,0,0,0,0,1,174,2,1,8,1,1,2,0
156,0,0,0,0,0,0,0,0,0,0,0,0,1,181,2,1,8,1,1,2,0
157,0,0,0,0,0,0,0,0,0,0,0,0,1,167,2,1,8,1,1,2,0
158,0,0,0,0,0,0,0,0,0,0,0,0,1,167,2,1,8,1,1,2,0
159,0,0,0,0,0,0,0,0,0,0,0,0,1,204,2,1,8,1,1,2,0
160,0,0,0,0,0,0,0,0,0,0,0,0,1,188,2,1,8,1,1,2,0
161,0,0,0,0,0,0,0,0,0,0,0,0,1,188,2,1,8,1,1,2,0
162,0,0,0,0,0,0,0,0,0,0,0,0,1,212,2,1,8,1,1,2,0
163,0,0,0,0,0,0,0,0,0,0,0,0,1,220,2,1,8,1,1,2,0
164,0,0,0,0,0,0,0,0,0,0,0,0,1,230,2,1,8,1,1,2,0
165,0,0,0,0,0,0,0,0,0,0,0,0,1,190,2,1,8,1,1,2,0
