//idAtk,baseAtk,(2),(3),reqGrade,level,nextIdAtk,dex,(8),(9),(10),desc,"type(0=atk 1=timer 2=passive)",pow,time,enatk,endef,enhit,eneva,encri,enhp,enatkspd,enmovspd,encool,regain,reqIdAtk,weapon
41040,41031,91031,92034,2,10,0,58,0,0,16728,"一定時間攻撃力アップ(攻撃力 +34，持続：60秒)",1,0,60,34,0,0,0,0,0,0,0,0,0,0,2
41041,41041,91031,92031,3,1,41042,70,0,39322,16585,"一定時間命中アップ(命中 +31，持続：37秒)",1,0,37,0,0,31,0,0,0,0,0,0,0,0,2
41042,41041,91031,92031,3,2,41043,76,0,0,16648,"一定時間命中アップ(命中 +33，持続：40秒)",1,0,40,0,0,33,0,0,0,0,0,0,0,0,2
41043,41041,91031,92031,3,3,41044,82,0,26214,16678,"一定時間命中アップ(命中 +36，持続：43秒)",1,0,43,0,0,36,0,0,0,0,0,0,0,0,2
41044,41041,91031,92032,3,4,41045,88,0,0,16704,"一定時間命中アップ(命中 +39，持続：46秒)",1,0,46,0,0,39,0,0,0,0,0,0,0,0,2
41045,41041,91031,92032,3,5,41046,94,0,52429,16724,"一定時間命中アップ(命中 +41，持続：49秒)",1,0,49,0,0,41,0,0,0,0,0,0,0,0,2
41046,41041,91031,92032,3,6,41047,100,0,0,16752,"一定時間命中アップ(命中 +44，持続：53秒)",1,0,53,0,0,44,0,0,0,0,0,0,0,0,2
41047,41041,91031,92033,4,7,41048,106,0,39322,16769,"一定時間命中アップ(命中 +47，持続：57秒)",1,0,57,0,0,47,0,0,0,0,0,0,0,0,2
41048,41041,91031,92033,4,8,41049,112,0,52429,16776,"一定時間命中アップ(命中 +49，持続：61秒)",1,0,61,0,0,49,0,0,0,0,0,0,0,0,2
41049,41041,91031,92033,4,9,41050,118,0,0,16780,"一定時間命中アップ(命中 +52，持続：65秒)",1,0,65,0,0,52,0,0,0,0,0,0,0,0,2
41050,41041,91031,92034,4,10,0,124,0,0,16784,"一定時間命中アップ(命中 +55，持続：70秒)",1,0,70,0,0,55,0,0,0,0,0,0,0,0,2
41051,41051,91031,92031,4,1,41052,136,0,0,16528,防御力ダウン、攻撃力アップ(防御力-67，攻撃力+135),1,0,35,135,-67,0,0,0,0,0,0,0,0,0,2
41052,41051,91031,92031,4,2,41053,142,0,13107,16547,防御力ダウン、攻撃力アップ(防御力-72，攻撃力+145),1,0,36,145,-72,0,0,0,0,0,0,0,0,0,2
41053,41051,91031,92031,5,3,41054,148,0,13107,16563,防御力ダウン、攻撃力アップ(防御力-76，攻撃力+153),1,0,37,153,-76,0,0,0,0,0,0,0,0,0,2
41054,41051,91031,92032,5,4,41055,154,0,0,16576,防御力ダウン、攻撃力アップ(防御力-81，攻撃力+163),1,0,38,163,-81,0,0,0,0,0,0,0,0,0,2
41055,41051,91031,92032,5,5,41056,160,0,39322,16585,防御力ダウン、攻撃力アップ(防御力-85，攻撃力+171),1,0,39,171,-85,0,0,0,0,0,0,0,0,0,2
41056,41051,91031,92032,5,6,41057,166,0,26214,16614,防御力ダウン、攻撃力アップ(防御力-90，攻撃力+180),1,0,41,180,-90,0,0,0,0,0,0,0,0,0,2
41057,41051,91031,92033,5,7,41058,172,0,39322,16633,防御力ダウン、攻撃力アップ(防御力-94，攻撃力+189),1,0,43,189,-94,0,0,0,0,0,0,0,0,0,2
41058,41051,91031,92033,5,8,41059,178,0,52429,16644,防御力ダウン、攻撃力アップ(防御力-99，攻撃力+198),1,0,45,198,-99,0,0,0,0,0,0,0,0,0,2
41059,41051,91031,92033,5,9,41060,184,0,0,16648,防御力ダウン、攻撃力アップ(防御力-103，攻撃力+206),1,0,47,206,-103,0,0,0,0,0,0,0,0,0,2
41060,41051,91031,92034,5,10,0,190,0,0,16656,防御力ダウン、攻撃力アップ(防御力-108，攻撃力+216),1,0,50,216,-108,0,0,0,0,0,0,0,0,0,2
41091,41091,0,0,1,1,41092,1,0,0,0,"攻撃力アップ(攻撃力 +1，パッシブスキル)",2,0,0,1,0,0,0,0,0,0,0,0,0,0,2
41092,41091,0,0,1,2,41093,21,0,0,0,"攻撃力アップ(攻撃力 +8，パッシブスキル)",2,0,0,8,0,0,0,0,0,0,0,0,0,0,2
41093,41091,0,0,2,3,41094,41,0,0,0,"攻撃力アップ(攻撃力 +16，パッシブスキル)",2,0,0,16,0,0,0,0,0,0,0,0,0,0,2
41094,41091,0,0,2,4,41095,61,0,0,0,"攻撃力アップ(攻撃力 +23，パッシブスキル)",2,0,0,23,0,0,0,0,0,0,0,0,0,0,2
41095,41091,0,0,3,5,41096,81,0,0,0,"攻撃力アップ(攻撃力 +32，パッシブスキル)",2,0,0,32,0,0,0,0,0,0,0,0,0,0,2
41096,41091,0,0,3,6,41097,101,0,0,0,"攻撃力アップ(攻撃力 +39，パッシブスキル)",2,0,0,39,0,0,0,0,0,0,0,0,0,0,2
41097,41091,0,0,4,7,41098,121,0,0,0,"攻撃力アップ(攻撃力 +48，パッシブスキル)",2,0,0,48,0,0,0,0,0,0,0,0,0,0,2
41098,41091,0,0,4,8,41099,141,0,0,0,"攻撃力アップ(攻撃力 +57，パッシブスキル)",2,0,0,57,0,0,0,0,0,0,0,0,0,0,2
41099,41091,0,0,5,9,41100,161,0,0,0,"攻撃力アップ(攻撃力 +69，パッシブスキル)",2,0,0,69,0,0,0,0,0,0,0,0,0,0,2
41100,41091,0,0,5,10,0,181,0,0,0,"攻撃力アップ(攻撃力 +81，パッシブスキル)",2,0,0,81,0,0,0,0,0,0,0,0,0,0,2
41101,41101,0,0,1,1,41102,6,0,0,0,"命中アップ(命中 +1，パッシブスキル)",2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
41102,41101,0,0,1,2,41103,25,0,0,0,"命中アップ(命中 +7，パッシブスキル)",2,0,0,0,0,7,0,0,0,0,0,0,0,0,2
41103,41101,0,0,2,3,41104,44,0,0,0,"命中アップ(命中 +13，パッシブスキル)",2,0,0,0,0,13,0,0,0,0,0,0,0,0,2
41104,41101,0,0,2,4,41105,63,0,0,0,"命中アップ(命中 +18，パッシブスキル)",2,0,0,0,0,18,0,0,0,0,0,0,0,0,2
41105,41101,0,0,3,5,41106,82,0,0,0,"命中アップ(命中 +24，パッシブスキル)",2,0,0,0,0,24,0,0,0,0,0,0,0,0,2
41106,41101,0,0,3,6,41107,101,0,0,0,"命中アップ(命中 +30，パッシブスキル)",2,0,0,0,0,30,0,0,0,0,0,0,0,0,2
41107,41101,0,0,4,7,41108,120,0,0,0,"命中アップ(命中 +35，パッシブスキル)",2,0,0,0,0,35,0,0,0,0,0,0,0,0,2
41108,41101,0,0,4,8,41109,139,0,0,0,"命中アップ(命中 +42，パッシブスキル)",2,0,0,0,0,42,0,0,0,0,0,0,0,0,2
41109,41101,0,0,5,9,41110,158,0,0,0,"命中アップ(命中 +51，パッシブスキル)",2,0,0,0,0,51,0,0,0,0,0,0,0,0,2
41110,41101,0,0,5,10,0,177,0,0,0,"命中アップ(命中 +59，パッシブスキル)",2,0,0,0,0,59,0,0,0,0,0,0,0,0,2
41111,41111,0,0,1,1,41112,11,0,0,0,"最大HPアップ(最大HP +42，パッシブスキル)",2,0,0,0,0,0,0,0,42,0,0,0,0,0,2
41112,41111,0,0,1,2,41113,30,0,0,0,"最大HPアップ(最大HP +121，パッシブスキル)",2,0,0,0,0,0,0,0,121,0,0,0,0,0,2
41113,41111,0,0,2,3,41114,49,0,0,0,"最大HPアップ(最大HP +201，パッシブスキル)",2,0,0,0,0,0,0,0,201,0,0,0,0,0,2
41114,41111,0,0,2,4,41115,68,0,0,0,"最大HPアップ(最大HP +285，パッシブスキル)",2,0,0,0,0,0,0,0,285,0,0,0,0,0,2
41115,41111,0,0,3,5,41116,87,0,0,0,"最大HPアップ(最大HP +364，パッシブスキル)",2,0,0,0,0,0,0,0,364,0,0,0,0,0,2
41116,41111,0,0,4,6,41117,106,0,0,0,"最大HPアップ(最大HP +448，パッシブスキル)",2,0,0,0,0,0,0,0,448,0,0,0,0,0,2
41117,41111,0,0,4,7,41118,125,0,0,0,"最大HPアップ(最大HP +527，パッシブスキル)",2,0,0,0,0,0,0,0,527,0,0,0,0,0,2
41118,41111,0,0,4,8,41119,144,0,0,0,"最大HPアップ(最大HP +637，パッシブスキル)",2,0,0,0,0,0,0,0,637,0,0,0,0,0,2
41119,41111,0,0,5,9,41120,163,0,0,0,"最大HPアップ(最大HP +756，パッシブスキル)",2,0,0,0,0,0,0,0,756,0,0,0,0,0,2
41120,41111,0,0,5,10,0,182,0,0,0,"最大HPアップ(最大HP +882，パッシブスキル)",2,0,0,0,0,0,0,0,882,0,0,0,0,0,2
61001,61001,91011,92011,1,1,61002,1,0,0,16704,初級攻撃(攻撃力：1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
61002,61001,91011,92011,1,2,61003,8,0,0,16704,初級攻撃(攻撃力：3),0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
61003,61001,91011,92011,1,3,61004,15,0,0,16704,初級攻撃(攻撃力：7),0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
61004,61001,91011,92012,1,4,61005,22,0,0,16704,初級攻撃(攻撃力：10),0,10,0,0,0,0,0,0,0,0,0,0,0,0,3
61005,61001,91011,92012,1,5,61006,29,0,0,16704,初級攻撃(攻撃力：14),0,14,0,0,0,0,0,0,0,0,0,0,0,0,3
61006,61001,91011,92012,2,6,61007,36,0,0,16704,初級攻撃(攻撃力：17),0,17,0,0,0,0,0,0,0,0,0,0,0,0,3
61007,61001,91011,92013,2,7,61008,43,0,0,16704,初級攻撃(攻撃力：21),0,21,0,0,0,0,0,0,0,0,0,0,0,0,3
61008,61001,91011,92013,2,8,61009,50,0,0,16704,初級攻撃(攻撃力：24),0,24,0,0,0,0,0,0,0,0,0,0,0,0,3
61009,61001,91011,92013,2,9,61010,57,0,0,16704,初級攻撃(攻撃力：28),0,28,0,0,0,0,0,0,0,0,0,0,0,0,3
61010,61001,91011,92014,2,10,0,64,0,0,16704,初級攻撃(攻撃力：31),0,31,0,0,0,0,0,0,0,0,0,0,0,0,3
61011,61011,91011,92011,2,1,61012,67,0,0,16704,中級攻撃(攻撃力：39),0,39,0,0,0,0,0,0,0,0,0,0,0,61010,3
61012,61011,91011,92011,3,2,61013,74,0,0,16704,中級攻撃(攻撃力：43),0,43,0,0,0,0,0,0,0,0,0,0,0,61010,3
61013,61011,91011,92011,3,3,61014,81,0,0,16704,中級攻撃(攻撃力：47),0,47,0,0,0,0,0,0,0,0,0,0,0,61010,3
61014,61011,91011,92012,3,4,61015,88,0,0,16704,中級攻撃(攻撃力：51),0,51,0,0,0,0,0,0,0,0,0,0,0,61010,3
61015,61011,91011,92012,3,5,61016,95,0,0,16704,中級攻撃(攻撃力：56),0,56,0,0,0,0,0,0,0,0,0,0,0,61010,3
61016,61011,91011,92012,4,6,61017,102,0,0,16704,中級攻撃(攻撃力：60),0,60,0,0,0,0,0,0,0,0,0,0,0,61010,3
61017,61011,91011,92013,4,7,61018,109,0,0,16704,中級攻撃(攻撃力：64),0,64,0,0,0,0,0,0,0,0,0,0,0,61010,3
61018,61011,91011,92013,4,8,61019,116,0,0,16704,中級攻撃(攻撃力：68),0,68,0,0,0,0,0,0,0,0,0,0,0,61010,3
61019,61011,91011,92013,4,9,61020,123,0,0,16704,中級攻撃(攻撃力：72),0,72,0,0,0,0,0,0,0,0,0,0,0,61010,3
61020,61011,91011,92014,4,10,0,130,0,0,16704,中級攻撃(攻撃力：77),0,77,0,0,0,0,0,0,0,0,0,0,0,61010,3
61021,61021,91031,92031,1,1,61022,4,0,26214,16614,"一定時間回避アップ(回避 +1，持続：38秒)",1,0,38,0,0,0,1,0,0,0,0,0,0,0,3
61022,61021,91031,92031,1,2,61023,10,0,13107,16675,"一定時間回避アップ(回避 +4，持続：42秒)",1,0,42,0,0,0,4,0,0,0,0,0,0,0,3
61023,61021,91031,92031,1,3,61024,16,0,52429,16716,"一定時間回避アップ(回避 +6，持続：46秒)",1,0,46,0,0,0,6,0,0,0,0,0,0,0,3
61024,61021,91031,92032,1,4,61025,22,0,52429,16764,"一定時間回避アップ(回避 +9，持続：51秒)",1,0,51,0,0,0,9,0,0,0,0,0,0,0,3
61025,61021,91031,92032,1,5,61026,28,0,39322,16785,"一定時間回避アップ(回避 +12，持続：56秒)",1,0,56,0,0,0,12,0,0,0,0,0,0,0,3
61026,61021,91031,92032,1,6,61027,34,0,26214,16806,"一定時間回避アップ(回避 +15，持続：62秒)",1,0,62,0,0,0,15,0,0,0,0,0,0,0,3
61027,61021,91031,92033,2,7,61028,40,0,26214,16822,"一定時間回避アップ(回避 +17，持続：68秒)",1,0,68,0,0,0,17,0,0,0,0,0,0,0,3
61028,61021,91031,92033,2,8,61029,46,0,26214,16838,"一定時間回避アップ(回避 +20，持続：75秒)",1,0,75,0,0,0,20,0,0,0,0,0,0,0,3
61029,61021,91031,92033,2,9,61030,52,0,0,16848,"一定時間回避アップ(回避 +22，持続：82秒)",1,0,82,0,0,0,22,0,0,0,0,0,0,0,3
61030,61021,91031,92034,2,10,0,58,0,0,16856,"一定時間回避アップ(回避 +25，持続：90秒)",1,0,90,0,0,0,25,0,0,0,0,0,0,0,3
61031,61031,91031,92031,3,1,61032,70,0,26214,16614,"一定時間クールタイム加速(クールタイム +31，持続：38秒)",1,0,38,0,0,0,0,0,0,0,0,31,0,0,3
61032,61031,91031,92031,3,2,61033,76,0,13107,16675,"一定時間クールタイム加速(クールタイム +33，持続：42秒)",1,0,42,0,0,0,0,0,0,0,0,33,0,0,3
61033,61031,91031,92031,3,3,61034,82,0,52429,16716,"一定時間クールタイム加速(クールタイム +36，持続：46秒)",1,0,46,0,0,0,0,0,0,0,0,36,0,0,3
61034,61031,91031,92032,3,4,61035,88,0,52429,16764,"一定時間クールタイム加速(クールタイム +39，持続：51秒)",1,0,51,0,0,0,0,0,0,0,0,39,0,0,3
61035,61031,91031,92032,3,5,61036,94,0,39322,16785,"一定時間クールタイム加速(クールタイム +41，持続：56秒)",1,0,56,0,0,0,0,0,0,0,0,41,0,0,3
61036,61031,91031,92032,3,6,61037,100,0,26214,16806,"一定時間クールタイム加速(クールタイム +44，持続：62秒)",1,0,62,0,0,0,0,0,0,0,0,44,0,0,3
61037,61031,91031,92033,4,7,61038,106,0,26214,16822,"一定時間クールタイム加速(クールタイム +47，持続：68秒)",1,0,68,0,0,0,0,0,0,0,0,47,0,0,3
61038,61031,91031,92033,4,8,61039,112,0,26214,16838,"一定時間クールタイム加速(クールタイム +49，持続：75秒)",1,0,75,0,0,0,0,0,0,0,0,49,0,0,3
61039,61031,91031,92033,4,9,61040,118,0,0,16848,"一定時間クールタイム加速(クールタイム +52，持続：82秒)",1,0,82,0,0,0,0,0,0,0,0,52,0,0,3
61040,61031,91031,92034,4,10,0,124,0,0,16856,"一定時間クールタイム加速(クールタイム +55，持続：90秒)",1,0,90,0,0,0,0,0,0,0,0,55,0,0,3
61041,61041,91031,92031,1,1,61042,6,0,0,16840,"HP 回復(HP +93)",1,93,0,0,0,0,0,0,0,0,0,0,0,0,3
61042,61041,91031,92031,1,2,61043,19,0,0,16840,"HP 回復(HP +373)",1,373,0,0,0,0,0,0,0,0,0,0,0,0,3
61043,61041,91031,92031,1,3,61044,32,0,0,16840,"HP 回復(HP +653)",1,653,0,0,0,0,0,0,0,0,0,0,0,0,3
61044,61041,91031,92032,2,4,61045,45,0,0,16840,"HP 回復(HP +933)",1,933,0,0,0,0,0,0,0,0,0,0,0,0,3
61045,61041,91031,92032,2,5,61046,58,0,0,16840,"HP 回復(HP +1213)",1,1213,0,0,0,0,0,0,0,0,0,0,0,0,3
61046,61041,91031,92032,3,6,61047,71,0,0,16840,"HP 回復(HP +1475)",1,1475,0,0,0,0,0,0,0,0,0,0,0,0,3
61047,61041,91031,92033,3,7,61048,84,0,0,16840,"HP 回復(HP +1699)",1,1699,0,0,0,0,0,0,0,0,0,0,0,0,3
61048,61041,91031,92033,3,8,61049,97,0,0,16840,"HP 回復(HP +1923)",1,1923,0,0,0,0,0,0,0,0,0,0,0,0,3
61049,61041,91031,92033,4,9,61050,110,0,0,16840,"HP 回復(HP +2147)",1,2147,0,0,0,0,0,0,0,0,0,0,0,0,3
61050,61041,91031,92034,4,10,0,123,0,0,16840,"HP 回復(HP +2352)",1,2352,0,0,0,0,0,0,0,0,0,0,0,0,3
61121,61121,0,0,1,1,61122,8,0,0,0,"回避アップ(回避 +2，パッシブスキル)",2,0,0,0,0,0,2,0,0,0,0,0,0,0,3
61122,61121,0,0,1,2,61123,27,0,0,0,"回避アップ(回避 +7，パッシブスキル)",2,0,0,0,0,0,7,0,0,0,0,0,0,0,3
61123,61121,0,0,2,3,61124,46,0,0,0,"回避アップ(回避 +13，パッシブスキル)",2,0,0,0,0,0,13,0,0,0,0,0,0,0,3
61124,61121,0,0,2,4,61125,65,0,0,0,"回避アップ(回避 +19，パッシブスキル)",2,0,0,0,0,0,19,0,0,0,0,0,0,0,3
61125,61121,0,0,3,5,61126,84,0,0,0,"回避アップ(回避 +25，パッシブスキル)",2,0,0,0,0,0,25,0,0,0,0,0,0,0,3
61126,61121,0,0,4,6,61127,103,0,0,0,"回避アップ(回避 +30，パッシブスキル)",2,0,0,0,0,0,30,0,0,0,0,0,0,0,3
61127,61121,0,0,4,7,61128,122,0,0,0,"回避アップ(回避 +36，パッシブスキル)",2,0,0,0,0,0,36,0,0,0,0,0,0,0,3
61128,61121,0,0,4,8,61129,141,0,0,0,"回避アップ(回避 +43，パッシブスキル)",2,0,0,0,0,0,43,0,0,0,0,0,0,0,3
61129,61121,0,0,5,9,61130,160,0,0,0,"回避アップ(回避 +51，パッシブスキル)",2,0,0,0,0,0,51,0,0,0,0,0,0,0,3
61130,61121,0,0,5,10,0,179,0,0,0,"回避アップ(回避 +60，パッシブスキル)",2,0,0,0,0,0,60,0,0,0,0,0,0,0,3
61131,61131,0,0,1,1,61132,10,0,0,0,"クールタイム加速(クールタイム +3，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
61132,61131,0,0,1,2,61133,29,0,0,0,"クールタイム加速(クールタイム +8，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,8,0,0,3
61133,61131,0,0,2,3,61134,48,0,0,0,"クールタイム加速(クールタイム +14，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,14,0,0,3
61134,61131,0,0,2,4,61135,67,0,0,0,"クールタイム加速(クールタイム +20，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,20,0,0,3
61135,61131,0,0,3,5,61136,86,0,0,0,"クールタイム加速(クールタイム +25，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,25,0,0,3
61136,61131,0,0,4,6,61137,105,0,0,0,"クールタイム加速(クールタイム +31，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,31,0,0,3
61137,61131,0,0,4,7,61138,124,0,0,0,"クールタイム加速(クールタイム +36，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,36,0,0,3
61138,61131,0,0,4,8,61139,143,0,0,0,"クールタイム加速(クールタイム +44，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,44,0,0,3
61139,61131,0,0,5,9,61140,162,0,0,0,"クールタイム加速(クールタイム +52，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,52,0,0,3
61140,61131,0,0,5,10,0,181,0,0,0,"クールタイム加速(クールタイム +61，パッシブスキル)",2,0,0,0,0,0,0,0,0,0,0,61,0,0,3
21001,21001,91011,92011,1,1,21002,1,0,0,16640,初級攻撃(攻撃力：1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21002,21001,91011,92011,1,2,21003,8,0,0,16640,初級攻撃(攻撃力：4),0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
21003,21001,91011,92011,1,3,21004,15,0,0,16640,初級攻撃(攻撃力：8),0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
21004,21001,91011,92012,1,4,21005,22,0,0,16640,初級攻撃(攻撃力：12),0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
21005,21001,91011,92012,1,5,21006,29,0,0,16640,初級攻撃(攻撃力：16),0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
21006,21001,91011,92012,2,6,21007,36,0,0,16640,初級攻撃(攻撃力：20),0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
21007,21001,91011,92013,2,7,21008,43,0,0,16640,初級攻撃(攻撃力：25),0,25,0,0,0,0,0,0,0,0,0,0,0,0,1
21008,21001,91011,92013,2,8,21009,50,0,0,16640,初級攻撃(攻撃力：29),0,29,0,0,0,0,0,0,0,0,0,0,0,0,1
21009,21001,91011,92013,2,9,21010,57,0,0,16640,初級攻撃(攻撃力：33),0,33,0,0,0,0,0,0,0,0,0,0,0,0,1
21010,21001,91011,92014,2,10,0,64,0,0,16640,初級攻撃(攻撃力：37),0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
21011,21011,91011,92011,2,1,21012,67,0,0,16640,中級攻撃(攻撃力：46),0,46,0,0,0,0,0,0,0,0,0,0,0,21010,1
21012,21011,91011,92011,3,2,21013,74,0,0,16640,中級攻撃(攻撃力：50),0,50,0,0,0,0,0,0,0,0,0,0,0,21010,1
21013,21011,91011,92011,3,3,21014,81,0,0,16640,中級攻撃(攻撃力：55),0,55,0,0,0,0,0,0,0,0,0,0,0,21010,1
21014,21011,91011,92012,3,4,21015,88,0,0,16640,中級攻撃(攻撃力：60),0,60,0,0,0,0,0,0,0,0,0,0,0,21010,1
