//id,code,name,bHuntField,idHuntField,bgm
297,FD008605,"汚い旧校舎 1階",0,0,-1
298,FD008201,"秘密の地下水路",0,0,-1
299,FD008202,"エスティバー 地下",0,0,-1
300,FD008203,"エスティバー 1階",0,0,-1
301,FD011701,"宵月学院 グラウンド",0,0,-1
302,FD011702,"メカドロシーの地下水路",0,0,-1
303,FD013601,"特訓フィールド 1",0,0,-1
304,FD013602,"特訓フィールド 2",0,0,-1
305,FD014401,"エスティバー 地下",0,0,-1
306,FD014402,"4次元教室",0,0,-1
307,FD014403,"エスティバー 地下",0,0,-1
308,FD011901,"宵月学院 1階",0,0,-1
309,FD011902,"宵月学院 屋外",0,0,-1
310,FD014501,"秘密の地下水路",0,0,-1
311,FD014502,"PTA 宵月学院 1階",0,0,-1
312,FD014701,"宵月学院  1階",0,0,-1
313,FD014702,"宵月学院 グラウンド",0,0,-1
314,FD014601,"PTA 地下水路",0,0,-1
315,SF000001,"エピソード待機室",0,0,-1
316,FD015001,"図書館 地下",0,0,-1
317,FD015002,"4次元の図書館",0,0,-1
318,FD015003,"ゲートキーパー",0,0,-1
319,FD015201,"地下水路",0,0,-1
320,FD015202,"地下水路",0,0,-1
321,FD015203,"地下水路の部屋",0,0,-1
322,FD015204,"宵月学院 飼育場",0,0,-1
323,FD015401,"地下水路",0,0,-1
324,FD015402,"工場 内部",0,0,-1
325,FD014801,"温室",0,0,-1
326,FD014802,"図書館",0,0,-1
327,FD015101,"地下水路",0,0,-1
328,FD015102,"地下水路",0,0,-1
329,FD015103,"地下水路",0,0,-1
330,FD015104,"世界樹の丘",0,0,-1
331,FD014901,"納骨堂",0,0,-1
332,FD014902,"狐の洞窟 入口",0,0,-1
333,FD014903,"狐の洞窟 島",0,0,-1
334,LW010001,"エスティバー 待機室",0,0,-1
335,LW010002,"宵月学院 待機室",0,0,19
336,FD015301,"納骨堂",0,0,-1
337,FD015302,"オカルト研究部部室",0,0,-1
338,FD015303,"千年狐の洞窟",0,0,-1
339,SF001010,"エスティバー 購買",0,0,5
340,FD015501,"エスティバー 宿直室",0,0,-1
341,FD015502,"4次元教室",0,0,-1
342,FD015503,"4次元教室",0,0,-1
343,FD015701,"墓地",0,0,-1
344,FD015702,"洞窟の中",0,0,-1
345,FD015703,"旧校舎地下 2階",0,0,-1
346,FD015601,"宵月学院 1階",0,0,-1
347,FD015602,"エスティバー 1階",0,0,-1
348,FD015603,"地下防空壕",0,0,-1
349,FD015801,"エスティバー 屋外",0,0,-1
350,FD015802,"商店街",0,0,-1
351,FD015901,"エスティバー 2階",0,0,-1
352,FD015902,"エスティバー 3階",0,0,-1
353,FD015903,"アンティークフィールド",0,0,-1
354,FD016201,"エスティバー 1階",0,0,-1
355,FD016202,"PTA 本拠地への道",0,0,-1
356,FD016203,"PTA 本拠地への道",0,0,-1
357,FD016204,"PTA グラウンド",0,0,-1
358,FD016205,"PTA 本拠地",0,0,-1
359,FD015803,"商店街連合本部",0,0,-1
360,FD016001,"枯れ木の洞窟",0,0,-1
361,FD016002,"オカルト研究部部室",0,0,-1
362,FD016003,"狐のほこら 入り口",0,0,-1
363,FD016004,"狐のほこら 入り口",0,0,-1
364,FD016005,"ドロシーの部屋",0,0,-1
365,FD016501,"千年狐の洞窟",0,0,-1
366,FD016502,"エスティバー 裏庭",0,0,-1
367,FD016503,"納骨堂",0,0,-1
368,FD016101,"4次元 円形教室",0,0,-1
369,FD016102,"4次元空間",0,0,-1
370,FD016103,"4次元 円形空間",0,0,-1
371,FD016401,"アンティーク入口",0,0,-1
372,FD016402,"アンティーク内部 1",0,0,-1
373,FD016403,"世界樹",0,0,-1
374,FD016404,"4次元教室",0,0,-1
375,FD016405,"アンティーク内部 2",0,0,-1
376,FD016406,"心臓部への道",0,0,-1
377,FD016407,"アンティーク心臓部",0,0,-1
378,FD016301,"納骨堂",0,0,-1
379,FD016302,"生徒会室",0,0,-1
380,FD016303,"図書館 地下迷路1",0,0,-1
381,FD016304,"図書館 地下迷路2",0,0,-1
382,FD016305,"図書館 地下迷路3",0,0,-1
383,FD016306,"図書館 地下迷路4",0,0,-1
384,FD016307,"古代少女の部屋",0,0,-1
385,HF100101,"世界樹",0,1,43
386,HF100201,"ドロシーの部屋",1,2,3
387,HF100202,"図書館 秘密通路",1,3,3
388,HF100203,"世界樹の根の迷路",1,4,3
389,HF100204,"メカドロシーの部屋",1,5,3
390,HF100205,"試練の部屋",1,6,3
391,HF100206,"ほこりだらけの図書館",1,7,3
392,HF100301,"温室入口",1,8,11
393,HF100302,"中心部に続く道",1,9,11
394,HF100303,"ミュータントフラワー",1,10,11
395,HF100304,"ハイバラウスの森",1,11,11
396,HF100305,"災厄の森",1,12,11
397,HF100306,"オオカミの森",1,13,11
398,HF200101,"世界樹",0,14,43
399,HF200201,"分かれ道",1,15,27
400,HF200202,"火葬場",1,16,27
401,HF200203,"納骨堂",1,17,27
402,HF200301,"旧校舎 前庭",1,18,38
403,HF200302,"奇妙な旧校舎 2階",1,19,41
404,HF200303,"奇妙な旧校舎 1階",1,20,41
405,HF200304,"地下の秘密通路",1,21,40
406,HF200305,"闇の部屋",1,22,40
407,HF200306,"暗黒の回廊",1,23,40
408,HF300101,"エスティバー地下水路",1,24,17
409,HF300102,"宵月地下水路",1,25,17
410,HF300103,"地下水路入口",1,26,17
411,HF300104,"地下水路 分かれ道",1,27,17
412,HF300105,"迷いの地下水路",1,28,4
413,HF300106,"カタツムリの水路",1,29,4
414,HF300107,"堂々巡りの地下水路",1,30,4
415,HF300108,"秘密の地下水路",1,31,4
416,HF300109,"ごみ処理場",1,32,10
417,HF300110,"秘密の近道",1,33,10
418,HF300111,"サイクロコの部屋",1,34,10
419,HF300112,"クロコの部屋",1,35,10
420,HF300113,"開かずの水路",1,36,9
421,HF300114,"暗黒の水路",1,37,9
422,HF300115,"煙幕水路",1,38,9
423,HF300116,"危ない地下水路",1,39,9
424,SF002016,"聖堂",0,0,28
425,HF100401,"4次元教室",1,40,42
426,HF100402,"逆世界樹",1,41,42
427,HF100403,"さまよえる 4次元教室",1,42,42
428,HF100404,"失われた教室",1,43,42
429,HF100405,"崩れた 4次元教室",1,44,42
430,HF200401,"聖堂地下倉庫",1,45,39
431,HF200402,"地下墓地 入口",1,46,39
432,HF200403,"地下墓地",1,47,39
433,HF200404,"地下墓地 深層",1,48,39
434,HF200405,"地下墓地 秘密の門",1,49,39
435,HF200501,"滝のある渓谷 下流",0,0,-1
436,HF200502,"滝のある渓谷 上流",0,0,-1
437,HF200503,"巨大な滝",0,0,-1
8001,FD800101,"テストフィールド 1-1",0,0,-1
8002,FD800102,"テストフィールド 1-2",0,0,-1
8003,FD800103,"テストフィールド 1-3",0,0,-1
8004,FD800104,"テストフィールド 1-4",0,0,-1
8005,FD800105,"テストフィールド 1-5",0,0,-1
8006,FD800201,"テストフィールド 2-1",0,0,-1
8007,FD800202,"テストフィールド 2-2",0,0,-1
8008,FD800203,"テストフィールド 2-3",0,0,-1
8009,FD800204,"テストフィールド 2-4",0,0,-1
8010,FD800205,"テストフィールド 2-5",0,0,-1
8011,FD800301,"テストフィールド 3-1",0,0,-1
8012,FD800302,"テストフィールド 3-2",0,0,-1
8013,FD800303,"テストフィールド 3-3",0,0,-1
8014,FD800304,"テストフィールド 3-4",0,0,-1
8015,FD800305,"テストフィールド 3-5",0,0,-1
8016,FD800401,"テストフィールド 4-1",0,0,-1
8017,FD800402,"テストフィールド 4-2",0,0,-1
8018,FD800403,"テストフィールド 4-3",0,0,-1
8019,FD800404,"テストフィールド 4-4",0,0,-1
8020,FD800405,"テストフィールド 4-5",0,0,-1
8021,FD810001,"武器テストフィールド",0,0,-1
